title,imageUrl,lowScore,highScore,review,color,set,rarity,instant,removal
Brazen Buccaneers,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379428/large/145772_200w.jpg?1505504627,2,,"More aggressive Pirates, more exploring, and more hoping to hit a +1/+1 counter. Ahoy!",red,xln,,,
Burning Sun's Avatar,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375437/large/142016_200w.jpg?1503948902,4.5,,"A 6/6 for 6 with a free Searing Blaze attached? Yes please. This is powerful, provides card advantage, and is a bargain at 6 mana. Chomp.",red,xln,,,
Captain Lannery Storm,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375438/large/142017_200w.jpg?1503948904,3,,"Captain Storm (that's me when I'm Cube drafting, by the way) takes no prisoners, and she gets in there for value as soon as you play her. She attacks as a 3/2 at worst, and can ramp your mana if you don't need to sac the Treasure right away. She's a good addition to any deck, aggressive or controlling, on rate alone.",red,xln,,,
Captivating Crew,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378924/large/Captivating-Crew-Ixalan-Spoiler.png?1505253894,4,,"Repeatable Threaten is a powerful ability, and you aren't even paying for it, given that this is a perfectly serviceable 4/3 for 4. This is incredibly hard to beat if you had a good aggressive start, though I wouldn't cut it from control decks either. The opponent has to leave tons of blockers back out of respect, giving you extra time to develop your board, and maybe even get up to 8 mana for the double steal. Consider me captivated.",red,xln,,,
Charging Monstrosaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378925/large/Charging-Monstrosaur-Ixalan-Spoiler.png?1505253896,3.5,,"Ground Rorix has never been so aptly named, as this charges in and puts a beating on the opponent. If you curve into this, you're going to win easily, and even in a not-great draw this carries a lot of weight. It's just too gigantic and runs over chump blockers, making it an awesome threat.",red,xln,,,
Demolish,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379437/large/145773_200w.jpg?1505504655,0.5,,"Nobody has ever actually sided this in, and it should likely stay that way.",red,xln,,,
Dinosaur Stampede,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378352/large/145264_200w.jpg?1504901296,1.5,,"I don't like this in the big Dino deck, as 6+ drops are finishers in their own right. Where it is interesting is in the more midrange/aggressive red-green Dino deck that focuses on 2-5 drops instead. I could see this making the cut, and adding a much needed 4-6 damage at the end of the game.",red,xln,,,
Dual Shot,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379529/large/145774_200w.jpg?1505504816,0.5,,"This is another sideboard option, mainly used for preying on Vampires (just like in Shadows Over Innistrad).",red,xln,,,
Fathom Fleet Firebrand,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379446/large/145776_200w.jpg?1505504673,2.5,,"Try saying this three times fast, or just skip that and play it in your aggressive decks. This is good on turn 2 and does a respectable job later, which is all you can ask for out of your 2-drop.",red,xln,,,
Fiery Cannonade,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379672/large/145808_200w.jpg?1505508574,2.5,,"Assuming this doesn't maul your own creatures, I like it in the main deck. It's very effective against Merfolk and Vampires, and can even help against Dinosaurs. Feel free to side it out aggressively, as it's going to be quite bad in some matchups.",red,xln,,,
Fire Shrine Keeper,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379447/large/145778_200w.jpg?1505504675,1,,"While I do like mana sinks in general, the Keeper cycle has mostly been a miss for me. Eight is just so much, and I don't really want a 1/1 menace in my decks either.",red,xln,,,
Firecannon Blast,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379448/large/145785_200w.jpg?1505504676,3.5,,"This is some high-quality removal, and I'm going to have a blast killing my opponent's 6-drops with it. This clears the way early and snipes large things late, which is a very good deal for only 3 mana.",red,xln,,,
Frenzied Raptor,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379453/large/145788_200w.jpg?1505504684,1.5,,"4/2s trade down for 2-drops too easily for this to be a high priority, but it will make the cut if you care that it's a Dinosaur. There are plenty of decks where that is enough, and it's unlikely anyone else at the table will be stealing this from you.",red,xln,,,
Headstrong Brute,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379457/large/145790_200w.jpg?1505504690,3,,"Headstrong Brute is going to be one of the aggressive Pirate mainstays in the set, as a 3/3 menace for 3 is a fantastic deal. This will beat the crap out of most opponents, and especially if backed up by removal, can never be effectively blocked. Given that it can't block itself, the normal caveats about not playing this in control decks apply.",red,xln,,,
Hijack,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379459/large/145792_200w.jpg?1505504694,0.5,,"Outside of formats with a dedicated sacrifice theme, Threaten effects tend to be pretty bad. Hijack isn't a card I expect to play, though I can see siding it in against big Dinosaurs every now and then.",red,xln,,,
Lightning Strike,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377539/large/144831_200w.jpg?1504650149,3.5,,"Lightning never strikes twice, especially now that this is uncommon. It's still just as good as every other time we've seen it, as 3 damage for 2 mana is not a deal I'll ever turn down.",red,xln,uncommon,instant,removal
Lightning-Rig Crew,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379117/large/145603_200w.jpg?1505405659,3,,"The Lobbers have upgraded their rig, and now have an extra point of toughness. I like the defensive body in control decks, and like the unblockable damage in aggro decks. All told, this is a card I'm happy to play everywhere, even if I don't have tons of Pirates. Also note that this can attack to trigger raid, if such a thing is needed.",red,xln,,,
Makeshift Munitions,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378921/large/Makeshift-Munitions-Ixalan-Spoiler.png?1505510586,0.5,,"Here is your sacrifice deck, I suppose. It still does seem pretty makeshift, and I'm not excited about the prospect. The rate here is just too inefficient, and there aren't enough steal effects to really justify going for it. You can throw Treasure, but making it isn't free, and paying 1 mana and a Treasure per damage is just too much.",red,xln,,,
Nest Robber,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379673/large/145809_200w.jpg?1505508577,1.5,,"The best place for this looks to be a lower-curve aggressive Dinosaur deck, likely red-green. Otherwise, it's a mediocre 2/1 that doesn't scale all that well into the late game, though I suppose it can steal a game if you are in a close race.",red,xln,,,
Otepec Huntmaster,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378356/large/145268_200w.jpg?1504901303,1,3,"In a dedicated Dinosaur deck, this is the perfect ramp card. It helps cast your gigantic threats, and gives them haste to enable some very fast draws. Even in the late game, this is quite relevant, which isn't true of most mana dorks.",red,xln,,,
Rampaging Ferocidon,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378357/large/145269_200w.jpg?1504901305,3.5,,"A 3/3 menace for 3 is big game, and the aggressive ability should favor you as a result. This races effectively, and really pressures the opponent early or late.",red,xln,,,
Raptor Hatchling,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378005/large/145255_200w.jpg?1504822908,3,,"Even without combos, this provides a solid roadblock on the ground, and will save you some damage before giving you a 3/3. Once you factor in how good it is against 2/1s and how sick it becomes with enrage combos, you have a nice little card on your hands.",red,xln,,,
Repeating Barrage,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379493/large/145640_200w.jpg?1505504751,4,,"Now this is a brutal card to play against. When your opponent kills your 4-drop and has two creatures out, it feels like you are in a gigantic hole. I'd play a 3-mana 3-damage spell without question, and having the ability to buy it back is huge upside. It works well with evasive creatures, with big creatures, and can even be enabled by reckless attacks if need be. At the risk of repeating myself, take this card early and play it often.",red,xln,,,
Rigging Runner,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379535/large/145794_200w.jpg?1505504827,2,,"In hyper aggressive decks, this can really bring some beats, and if you start with 2-drop into 2-drop plus Rigging Runner, your opponent will certainly feel like things are rigged. Outside of those decks, this is wildly unplayable, so only run this if you are sure that you can support it.",red,xln,,,
Rile,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378358/large/145270_200w.jpg?1504901307,1.5,,"In a deck with a couple of good enrage targets, this seems like a fine addition. Outside of that, it's not a card I'm excited to play, as giving trample is clearly not worth going through this effort. If you want this, you'll be able to pick up some copies.",red,xln,,,
Rowdy Crew,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375456/large/142018_200w.jpg?1503948954,3.5,,"Draw three plus discard two at random is definitely upside, and can often be better than just ""draw a card"" (mostly when your hand isn't that good, which is true for me almost all the time). As for how often this will be big, I'll just leave you in the hands of Frank Karsten, PhD. This card is good and you should play it, though it's not a bomb by any stretch.",red,xln,,,
Rummaging Goblin,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379495/large/145795_200w.jpg?1505504755,1.5,,"Taking a turn off to cast this is usually of dubious value, and having to discard before drawing makes this a lot worse than an actual looter. Add those up and you have the definition of a marginal playable.",red,xln,,,
Star of Extinction,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375462/large/142019_200w.jpg?1503948967,2,,"A 7-mana wrath is a few mana more than I like, making this less of an all-star and more of a solid build-around. Destroying a land is a nice bonus, but I'm still not looking to slam this and run with it.",red,xln,,,
Storm Fleet Arsonist,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377659/large/144974_200w.jpg?1504729721,3,,"A 5-mana 4/4 that picks up a 2-for-1 a good chunk of the time seems like a deal to me, and I'm happy running this as the top end of aggro or the middle of the curve in midrange. As long as you have some creatures that can plausibly attack, this will pull its weight. There are decks where sacrificing a land is extremely painful, and even against aggro, this does add up. Resources are resources, and losing one is bad.",red,xln,,,
Storm Fleet Pyromancer,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379509/large/145797_200w.jpg?1505504779,2.5,,"Storm Fleet Pyromancer is a fine way to spend 5 mana in a beatdown deck, and can pick up a little value out of a midrange deck as well. You will sometimes end up in a spot where it doesn't have good targets, at which point it's a pretty weak play, and without raid this is quite bad. That all adds up to a fine card, but not one of the better pyromancers I've ever seen. I do like attacking a 2/2 into a 4/4 with this in hand, though if they don't block and you just play a 3/2 that shocks the opponent, that isn't huge.",red,xln,,,
Sun-Crowned Hunters,http://crystalcommerce-assets.s3.amazonaws.com/photos/6376306/large/144534_200w.jpg?1504290501,2,,"I really like this as the top of the curve in a Dinosaur aggro deck, or even red-black Pirates. It puts a ton of pressure on the opponent, and is one of the enrage cards where you can just kill them if you combo off. I don't think this is great in a Dinosaur Ramp deck, as you want your 6-drops to be a little more defensive, but picking up the first one of these seems worth it for most red decks.",red,xln,,,
Sunbird's Invocation,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375463/large/142020_200w.jpg?1503948969,2,,"This is a decent finisher. It does have the downside of doing nothing for 6 mana, but if you can follow it up with a few spells, it should crush the opponent in a landslide of free cards. Slow decks will have a ton of trouble beating this, and if you can stabilize against a fast deck, this will ensure eventual victory. I could see this being even better than a 2.0, but I'm starting it here because skipping turn 6 is a substantial drawback.",red,xln,,,
Sure Strike,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379674/large/145810_200w.jpg?1505508579,1.5,,"This sure is a mediocre combat trick. You will win almost every fight, which is nice, but it costs 2 mana and doesn't pump toughness, limiting it to in-combat applications only. I suspect you won't feel too bad if you don't pick one of these up, so I wouldn't prioritize it.",red,xln,common,instant,
Swashbuckling,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379675/large/145804_200w.jpg?1505508583,0.5,,"In hyper-aggressive Pirates decks, maybe, just maybe, this is a 24th card. It's just not worth a card to get +2/+2, and playing it in the same turn in order to get haste is pretty hard to set up.",red,xln,,,
Thrash of Raptors,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379676/large/145805_200w.jpg?1505508585,2.5,,"In a midrange Dinosaur deck, this will thrash your opponent very quickly. A 5/3 trample is a great deal for 4, and this plays nicely with fight cards and combat tricks. Outside of Dinosaur decks, this is a marginal playable, but a 3/3 for 4 isn't so bad that you can't run it with just a few other Dinos.",red,xln,,,
Tilonalli's Knight,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379677/large/145806_200w.jpg?1505508587,1.5,,"It does look like the low-curve Dinosaur beatdown deck is being pushed, as this Knight fits in perfectly. If you are attacking and have 8+ Dinosaurs, go for it, but otherwise leave this out.",red,xln,,,
Tilonalli's Skinshifter,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375466/large/142021_200w.jpg?1503948974,1.5,,"The whole point of clones is that they let you copy your opponent's cards when you are behind, which this doesn't do. It does lead to some really aggressive beatdown draws, and if you can play a good 4- or 5-drop into this you will probably run away with the game. That's still a bit win-more for my tastes, and if they bounce or kill the creature you target in response, you get totally owned. For the most part, I recommend against crawling in your skin, and suspect this will be one of the more disappointing cards despite the high upside.",red,xln,,,
Trove of Temptation,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378918/large/Trove-of-Temptation-Ixalan-Spoiler.png?1505253879,1,,"This is a very strange card, and I am indeed tempted to try it. Making a mana per turn isn't quite good enough, but being able to stack them up and use them to play something really big is a real upside. Forcing the opponent to attack is cute too, though if they have any reasonable attacks then this does nothing since they just need to send one creature. If the stars align and you have a controlling ramp deck with good midrange blockers, maybe this does the trick, but I have my doubts.",red,xln,,,
Unfriendly Fire,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377549/large/144884_200w.jpg?1504650172,3,,"Being able to hit the opponent makes this a card I'm happy to see, much like any good friend. It's fine to have multiples, and even though it's not the most efficient card in the world, you are never cutting it.",red,xln,,,
Wily Goblin,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377663/large/144980_200w.jpg?1504729735,1,,"Maybe this makes waves in Constructed, but I don't see it in Limited. It's too small and too hard to cast early, making it a card without a home.",red,xln,,,
Adanto Vanguard,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378922/large/Adanto-Vanguard-Ixalan-Spoiler.png?1505253890,3,,"A 3/1 aggressive beater that's hard to kill is worth a lot, and it can even get indestructible on defense. If your deck isn't interested in attacking, this loses a good amount of value, but it's still probably worth getting in there.",white,xln,,,
Ashes of the Abhorrent,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375424/large/141992_200w.jpg?1503948876,0,,"Gaining a life every time a creature dies isn't abhorrent, but it's not worth a full card either. Given the lack of graveyard interaction in the set, this is a Constructed-only addition (and a welcome one at that-taste it, Dredge).",white,xln,,,
Axis of Mortality,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379423/large/145683_200w.jpg?1505504610,1,,"While this does force the opponent to kill you in one shot, it's still a 6-mana play that doesn't affect the board. That's a lot of mana to spend without any guarantee of getting value, and in a world without mana burn I'm less inclined to take a shot on this.",white,xln,,,
Bellowing Aegisaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6376303/large/144667_200w.jpg?1504290494,3,,"These stats plus an enrage ability that's very dangerous make this a fine addition to any white deck. It's likely to trade for a card and buff your team, and will often go unblocked for many turns as a result (or hold off bigger creatures on defense).",white,xln,,,
Bishop of Rebirth,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375434/large/141993_200w.jpg?1503948896,3.5,,"This is big enough that it should be able to attack productively, and even if it dies on its first expedition, you still get something back. Raising creatures that cost 3 or less means that it's easy to hit as well, where the 2-or-less cards we've seen in the past missed more often than not.",white,xln,,,
Bishop's Soldier,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379424/large/145687_200w.jpg?1505504613,2.5,,"I'm in for this in any deck, aggressive or defensive. A 2/2 for 2 that gains you a couple of life is a great deal for 2 mana, and if you can hit unopposed once or twice it's basically checkmate.",white,xln,,,
Bright Reprisal,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379429/large/145691_200w.jpg?1505504631,2,,"This card isn't as good as it looks-trust me. I'd always play it in a defensive deck, but I'd have second thoughts about playing it in any proactive deck. When this kills a 5/5 attacker, it seems like the best card ever, but against a wary opponent it runs the risk of rotting in your hand. Don't assume it's always going to be awesome, though it has a real upside if it works.",white,xln,,,
Demystify,http://crystalcommerce-assets.s3.amazonaws.com/photos/14943/large/demystify.jpg?1371764877,0.5,,"This is purely a sideboard card, and not a particularly effective one at that. I'd want to see 3 good targets before boarding this in.",white,xln,,,
Duskborne Skymarcher,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378003/large/145252_200w.jpg?1504822904,1,3,"Vampire beatdown is here, and that's where this shines (though not too brightly, for obvious reasons). If you are playing an aggressive Vampire deck, Skymarcher is great. It chips in for damage easily, and makes combat very difficult for the opponent if you are sending in other Vampires. In defensive or Vampire-light decks, this will be disappointing, though I predict people will jam it anyway.",white,xln,,,
Emissary of Sunrise,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379120/large/145614_200w.jpg?1505405668,3,,"Explore looks like a profitable mechanic. It's not quite ""draw a card,"" but it's close enough that I'm playing any explore card unless it's wildly overcosted. This is not, and I'd gladly include it any deck.",white,xln,,,
Encampment Keeper,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379444/large/145697_200w.jpg?1505504670,1.5,,"I'd only run Keepers if the base version has some value to your deck, which in this case is a 1/1 first strike. An aggro deck could want that, but no other deck will, and waiting until 8 mana means that the sacrifice ability won't go off all that often. This is another card you probably should play a bit less often than you think.",white,xln,,,
Glorifier of Dusk,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379455/large/145698_200w.jpg?1505504687,3.5,,"This is actually a less glorified version of Serra Angel, but I'm more than willing to pay 4 life to build my own. You don't have to pay the life all that often, and when you do, it's likely to force through damage or save you life on the attack back.",white,xln,,,
Goring Ceratops,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375450/large/141994_200w.jpg?1503948936,2,,"I don't love 7-drops with only 3 toughness, but this does strike me as threatening enough to be worth the effort. It's better than a 6/3 on its own, and it makes the rest of your squad bash for a ton if you get to attack with it. Still, this is a 7 cost card that doesn't play defense all that well and has to survive a turn before it generates value. That doesn't make me excited, and I think it'll slot in as an acceptable finisher for some decks without being a high pick.",white,xln,,,
Imperial Aerosaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379460/large/145703_200w.jpg?1505504696,3.5,,"Not only does this give you a 3/3 flyer for 4, which is a gift fit for a king, it also forces through a good chunk of damage. This is a great deal for any deck, and not one I'm leaving by the wayside.",white,xln,,,
Imperial Lancer,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378919/large/imperial-lancer-61969-medium.jpg?1505510327,1.5,,"A 2/1 for 1 isn't as good as it looks in Limited, and this only becomes that later in the game, at which point it might just get blanked. Even in a Dinosaur-heavy deck, I'm not excited about this.",white,xln,,,
Inspiring Cleric,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379461/large/145706_200w.jpg?1505504697,2.5,,"I wouldn't exactly call this inspiring, but it is a solid body that fills out your curve and keeps you alive. You could do a lot worse for 3 mana, though don't be afraid to side it out against control decks or when a 3/2 lines up poorly against opposing 2-drops.",white,xln,,,
Ixalan's Binding,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377537/large/144817_200w.jpg?1504650145,3.5,,"This is a 4-mana Oblivion Ring with trinket text, and you know what? You'll play it, and you'll like it. Especially given how good some of the expensive Dinos seem to be, this has to be nothing less than solid (unless this format is somehow as fast as Amonkhet).",white,xln,,,
Kinjalli's Caller,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379469/large/145707_200w.jpg?1505504711,1,2,"I'd call Kinjalli's Caller a complete miss in a non-Dinosaur deck, and not even absurd when you do have a bunch of Dinos. It's likely playable with 7+ good Dinosaurs, especially if the format has a lot of 2-power ground creatures, but the ability is niche enough that I wouldn't prioritize this.",white,xln,,,
Kinjalli's Sunwing,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375427/large/141995_200w.jpg?1503948883,3.5,,"Kinjalli's Sunwing has good stats and a brutal ability, which makes it a slam in any aggressive deck. If you are pressuring your opponent, which is easier with a 2/3 flyer in play, making their blocking wait a turn is almost impossible to beat. Even in midrange or control, the price is right on this, though I'd lean toward drafting aggro if I picked this up early.",white,xln,,,
Legion Conquistador,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378910/large/Legion-Conquistador.png?1505253862,1,2,"A 2/2 for 3 that draws more 2/2s for 3 isn't going to do a whole lot of conquering. I suppose I would play this if I had two and needed to fill out my curve, but wasting a bunch of time playing Gray Ogres isn't something you can get away with in modern Limited.",white,xln,,,
Legion's Judgment,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379470/large/145710_200w.jpg?1505504713,3,,"I judge this worthy. It kills most of the cards you care about killing, and for the bargain price of 3 mana. You may have to side Legion's Judgment out in some matchups, but I'd gladly play the first one or two and would be willing to take them early.",white,xln,,,
Looming Altisaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379471/large/145669_200w.jpg?1505504714,1.5,,"Looming Altisaur is a defensive Dino that isn't easy to kill, which seems worth it in a dedicated Dino/control deck (ideally both). Otherwise it's not something I'd be looking to play, though I do like it as a sideboard card.",white,xln,,,
"Mavren Fein, Dusk Apostle",http://crystalcommerce-assets.s3.amazonaws.com/photos/6375429/large/141996_200w.jpg?1503948887,3.5,,"Not only is Mavren Fein, Dusk Apostle sick in a Vampire deck where it triggers right away, it also can take matters into its own hands and make a Vampire when it attacks. That gives you a good build-around and a good standalone card, with high upside if it works. You should prioritize combat tricks once you have this, as the opponent will 100% be blocking.",white,xln,,,
Paladin of the Bloodstained,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379480/large/145712_200w.jpg?1505504728,3,,"Not only is Paladin of the Bloodstained a solid set of stats (4/3 total), it's spread across two creatures and features some nice lifelink action. I'm in for all that, and would look for rewards for going wide if I picked up a couple of Paladins.",white,xln,,,
Pious Interdiction,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379482/large/145713_200w.jpg?1505504731,3.5,,"Unconditional removal with a bit of lifegain attached is always a welcome sight, and Pious Interdiction is even relatively efficient to boot. It doesn't stop activated abilities, but you can't have it all, and this is not going to be a card you will be passing very often.",white,xln,,,
Priest of the Wakening Sun,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375430/large/141997_200w.jpg?1503948889,1,3.5,"In a Dino-heavy deck (is that a deck heavy with Dinos, or a deck that has heavy Dinos?), this shines. It buys you time to cast your huge stompers, and can go find whatever you need in the late game. With 5+ Dinos, including at least one really good one, I'd slam Priest of the Wakening Sun, especially if you lean toward midrange/control. With fewer, or in an aggressive low-curve deck, I'd leave it by the wayside.",white,xln,,,
Pterodon Knight,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379488/large/145716_200w.jpg?1505504742,2,,"You don't need very many Dinosaurs to make Pterodon Knight passable, as a 3/3 for 4 is already nearly good enough (or in the case of mediocre decks, definitely good enough). Just watch out for your Dinosaur being bounced or removed midcombat, as a Knight falling from the sky is not a pretty sight.",white,xln,,,
Queen's Commission,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379490/large/145717_200w.jpg?1505504746,2,,"I'd want a couple of ways to take advantage of the tokens this makes before getting excited about it, though it's not unreasonable to just play Queen's Commission as a defensive measure if needed. Mass pump spells and raid cards both work well here, so be on the lookout for those.",white,xln,,,
Rallying Roar,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379491/large/145718_200w.jpg?1505504748,2.5,,"Not every deck is going to want Rallying Roar, but the bar is pretty low, thanks to the untapping effect. It's not that hard to get a card out of this, and in a go-wide deck it plays well both on offense and defense. It's great that you can attack all-out, and even if the opponent suspects a trick, they can't attack back without this punishing them.",white,xln,,,
Raptor Companion,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379492/large/145720_200w.jpg?1505504750,2,,"You'll run Raptor Companion more often than not, both for the stats and because it's a cheap Dinosaur that enables a variety of tribal effects. That's a fine deal for 2 mana, so don't expect to float these late.",white,xln,,,
Ritual of Rejuvenation,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379536/large/145721_200w.jpg?1505504828,1,,"While Ritual of Rejuvenation does replace itself, it's kind of hard to justify spinning your wheels for such a minor effect.",white,xln,,,
Sanguine Sacrament,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375458/large/141998_200w.jpg?1503948958,1,,"Is this the Elixir of Immortality of Ixalan? Is this the win condition we've all been waiting for? The idea here is that you deck your opponent by drawing and casting this for 20 life a turn, but actually getting that to work seems difficult in practice. Have no doubt-I'll try if I can, but for the most part Sanguine Sacrament seems wildly unplayable. It doesn't affect the board, and without self-mill, getting to no cards in the deck seems challenging.",white,xln,,,
Settle the Wreckage,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375459/large/141999_200w.jpg?1503948960,2.5,,"This is not as good as it looks-let's just settle that now. It's not a bad card, but the most often use case will be a 4-mana Path to Exile that only works on defense, as wary opponents aren't going to run four creatures into this. You might get a couple of creatures the first time you play it, if you don't make it too obvious (passing on turn 4 vs. 2 creatures counts as obvious), but that is unlikely to happen in subsequent games. It's also of limited use in aggressive decks, and overall seems like a fine playable but far less likely to wreck your opponent than most people might think.",white,xln,,,
Sheltering Light,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379500/large/145723_200w.jpg?1505504762,2.5,,"The combination of efficiency and scrying makes me want to play Sheltering Light in any deck with 13+ creatures. It's often going to trade for a card and pick up a little extra value, which is really hard to beat for just 1 mana.",white,xln,,,
Shining Aerosaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379501/large/145724_200w.jpg?1505504764,2,,"Dinosaur decks seem like they could be a little top-heavy, so I'm wary about loading up on too many 5+ drops. That said, Shining Aerosaur does get a cost reduction from the Caller, and that alone makes it more appealing than it would be otherwise.",white,xln,,,
Skyblade of the Legion,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379505/large/145725_200w.jpg?1505504772,1.5,,"The best use for Skyblade of the Legion seems to be a cheap raid enabler, which it doesn't suck at. Otherwise it's a little small, and not something I'd be that excited to main deck.",white,xln,,,
Slash of Talons,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379506/large/145729_200w.jpg?1505504774,1.5,,"A Shock that can only target attackers or blockers is not a card I love, especially if there are a lot of large Dinosaurs stomping around. It does pull its weight in control decks, but I suspect most decks can find more talented spells to fill out their removal suite.",white,xln,,,
Steadfast Armasaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379508/large/145731_200w.jpg?1505504777,3,,"I'm not looking forward to playing against this thing. While on the board, it makes any attack or block precarious, and even if you have large enough creatures to survive 3 damage, it can help finish them off. It is mitigated a little by its weakness to flyers, as it can't block and shoot them, but I still think Steadfast Armasaur will be a pest to deal with.",white,xln,,,
Sunrise Seeker,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379541/large/145733_200w.jpg?1505504836,2.5,,"Sunrise Seeker is quite the acceptable 5-drop, and one that makes it more likely for you to have a smooth late game. As with all 5s, they don't stack super well, so don't worry too much about picking these up early.",white,xln,,,
Territorial Hammerskull,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379515/large/145735_200w.jpg?1505504792,3,,"The rating here isn't strictly for aggressive decks, as a 2/3 for 3 is passable outside of them, but aggro is where this really hits the nail on the head. If your opponent is trying to block you, this makes things nearly impossible for them, and it's my prediction for the most annoying card by far out of an aggro deck.",white,xln,,,
Tocatli Honor Guard,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375431/large/142000_200w.jpg?1503948891,1.5,,"If you want a 1/3 for 2, well, you're in luck. If you have a specific reason to stop triggers, this does do that, and I can see Tocatli Honor Guard being a solid sideboard card against bombs like the various Sun's Avatars and whatnot.",white,xln,,,
Vampire's Zeal,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379517/large/145736_200w.jpg?1505504796,2,,"These combat tricks all seem passable, even if first strike isn't a huge addition (+2/+2 is likely enough to win the fight). Aggro decks should play Vampire's Zeal, regardless of the Vampire count, and other decks pretty much shouldn't.",white,xln,,,
Wakening Sun's Avatar,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377550/large/144887_200w.jpg?1504650174,3.5,,"While I'm aware this costs 8 mana, it does do exactly what you want your huge bomb to do. Against all non-Dino decks, it should win you the game on the spot, and even in the Dino mirror it can pick up a decent amount of value. If you draft Wakening Sun's Avatar, you have to go hard on ramp and ways to survive until 8 mana, but the payoff is there.",white,xln,,,
