title,imageUrl,lowScore,highScore,review,color,set
Swashbuckling,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379675/large/145804_200w.jpg?1505508583,0.5,,"In hyper-aggressive Pirates decks, maybe, just maybe, this is a 24th card. It's just not worth a card to get +2/+2, and playing it in the same turn in order to get haste is pretty hard to set up.",red,xln
Thrash of Raptors,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379676/large/145805_200w.jpg?1505508585,2.5,,"In a midrange Dinosaur deck, this will thrash your opponent very quickly. A 5/3 trample is a great deal for 4, and this plays nicely with fight cards and combat tricks. Outside of Dinosaur decks, this is a marginal playable, but a 3/3 for 4 isn't so bad that you can't run it with just a few other Dinos.",red,xln
Tilonalli's Knight,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379677/large/145806_200w.jpg?1505508587,1.5,,"It does look like the low-curve Dinosaur beatdown deck is being pushed, as this Knight fits in perfectly. If you are attacking and have 8+ Dinosaurs, go for it, but otherwise leave this out.",red,xln
Tilonalli's Skinshifter,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375466/large/142021_200w.jpg?1503948974,1.5,,"The whole point of clones is that they let you copy your opponent's cards when you are behind, which this doesn't do. It does lead to some really aggressive beatdown draws, and if you can play a good 4- or 5-drop into this you will probably run away with the game. That's still a bit win-more for my tastes, and if they bounce or kill the creature you target in response, you get totally owned. For the most part, I recommend against crawling in your skin, and suspect this will be one of the more disappointing cards despite the high upside.",red,xln
Trove of Temptation,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378918/large/Trove-of-Temptation-Ixalan-Spoiler.png?1505253879,1,,"This is a very strange card, and I am indeed tempted to try it. Making a mana per turn isn't quite good enough, but being able to stack them up and use them to play something really big is a real upside. Forcing the opponent to attack is cute too, though if they have any reasonable attacks then this does nothing since they just need to send one creature. If the stars align and you have a controlling ramp deck with good midrange blockers, maybe this does the trick, but I have my doubts.",red,xln
Unfriendly Fire,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377549/large/144884_200w.jpg?1504650172,3,,"Being able to hit the opponent makes this a card I'm happy to see, much like any good friend. It's fine to have multiples, and even though it's not the most efficient card in the world, you are never cutting it.",red,xln
Wily Goblin,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377663/large/144980_200w.jpg?1504729735,1,,"Maybe this makes waves in Constructed, but I don't see it in Limited. It's too small and too hard to cast early, making it a card without a home.",red,xln
Adanto Vanguard,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378922/large/Adanto-Vanguard-Ixalan-Spoiler.png?1505253890,3,,"A 3/1 aggressive beater that's hard to kill is worth a lot, and it can even get indestructible on defense. If your deck isn't interested in attacking, this loses a good amount of value, but it's still probably worth getting in there.",white,xln
Ashes of the Abhorrent,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375424/large/141992_200w.jpg?1503948876,0,,"Gaining a life every time a creature dies isn't abhorrent, but it's not worth a full card either. Given the lack of graveyard interaction in the set, this is a Constructed-only addition (and a welcome one at that-taste it, Dredge).",white,xln
Axis of Mortality,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379423/large/145683_200w.jpg?1505504610,1,,"While this does force the opponent to kill you in one shot, it's still a 6-mana play that doesn't affect the board. That's a lot of mana to spend without any guarantee of getting value, and in a world without mana burn I'm less inclined to take a shot on this.",white,xln
Bellowing Aegisaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6376303/large/144667_200w.jpg?1504290494,3,,"These stats plus an enrage ability that's very dangerous make this a fine addition to any white deck. It's likely to trade for a card and buff your team, and will often go unblocked for many turns as a result (or hold off bigger creatures on defense).",white,xln
Bishop of Rebirth,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375434/large/141993_200w.jpg?1503948896,3.5,,"This is big enough that it should be able to attack productively, and even if it dies on its first expedition, you still get something back. Raising creatures that cost 3 or less means that it's easy to hit as well, where the 2-or-less cards we've seen in the past missed more often than not.",white,xln
Bishop's Soldier,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379424/large/145687_200w.jpg?1505504613,2.5,,"I'm in for this in any deck, aggressive or defensive. A 2/2 for 2 that gains you a couple of life is a great deal for 2 mana, and if you can hit unopposed once or twice it's basically checkmate.",white,xln
Bright Reprisal,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379429/large/145691_200w.jpg?1505504631,2,,"This card isn't as good as it looks-trust me. I'd always play it in a defensive deck, but I'd have second thoughts about playing it in any proactive deck. When this kills a 5/5 attacker, it seems like the best card ever, but against a wary opponent it runs the risk of rotting in your hand. Don't assume it's always going to be awesome, though it has a real upside if it works.",white,xln
Demystify,http://crystalcommerce-assets.s3.amazonaws.com/photos/14943/large/demystify.jpg?1371764877,0.5,,"This is purely a sideboard card, and not a particularly effective one at that. I'd want to see 3 good targets before boarding this in.",white,xln
Duskborne Skymarcher,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378003/large/145252_200w.jpg?1504822904,1,3,"Vampire beatdown is here, and that's where this shines (though not too brightly, for obvious reasons). If you are playing an aggressive Vampire deck, Skymarcher is great. It chips in for damage easily, and makes combat very difficult for the opponent if you are sending in other Vampires. In defensive or Vampire-light decks, this will be disappointing, though I predict people will jam it anyway.",white,xln
Emissary of Sunrise,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379120/large/145614_200w.jpg?1505405668,3,,"Explore looks like a profitable mechanic. It's not quite ""draw a card,"" but it's close enough that I'm playing any explore card unless it's wildly overcosted. This is not, and I'd gladly include it any deck.",white,xln
Encampment Keeper,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379444/large/145697_200w.jpg?1505504670,1.5,,"I'd only run Keepers if the base version has some value to your deck, which in this case is a 1/1 first strike. An aggro deck could want that, but no other deck will, and waiting until 8 mana means that the sacrifice ability won't go off all that often. This is another card you probably should play a bit less often than you think.",white,xln
Glorifier of Dusk,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379455/large/145698_200w.jpg?1505504687,3.5,,"This is actually a less glorified version of Serra Angel, but I'm more than willing to pay 4 life to build my own. You don't have to pay the life all that often, and when you do, it's likely to force through damage or save you life on the attack back.",white,xln
Goring Ceratops,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375450/large/141994_200w.jpg?1503948936,2,,"I don't love 7-drops with only 3 toughness, but this does strike me as threatening enough to be worth the effort. It's better than a 6/3 on its own, and it makes the rest of your squad bash for a ton if you get to attack with it. Still, this is a 7 cost card that doesn't play defense all that well and has to survive a turn before it generates value. That doesn't make me excited, and I think it'll slot in as an acceptable finisher for some decks without being a high pick.",white,xln
Imperial Aerosaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379460/large/145703_200w.jpg?1505504696,3.5,,"Not only does this give you a 3/3 flyer for 4, which is a gift fit for a king, it also forces through a good chunk of damage. This is a great deal for any deck, and not one I'm leaving by the wayside.",white,xln
Imperial Lancer,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378919/large/imperial-lancer-61969-medium.jpg?1505510327,1.5,,"A 2/1 for 1 isn't as good as it looks in Limited, and this only becomes that later in the game, at which point it might just get blanked. Even in a Dinosaur-heavy deck, I'm not excited about this.",white,xln
Inspiring Cleric,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379461/large/145706_200w.jpg?1505504697,2.5,,"I wouldn't exactly call this inspiring, but it is a solid body that fills out your curve and keeps you alive. You could do a lot worse for 3 mana, though don't be afraid to side it out against control decks or when a 3/2 lines up poorly against opposing 2-drops.",white,xln
Ixalan's Binding,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377537/large/144817_200w.jpg?1504650145,3.5,,"This is a 4-mana Oblivion Ring with trinket text, and you know what? You'll play it, and you'll like it. Especially given how good some of the expensive Dinos seem to be, this has to be nothing less than solid (unless this format is somehow as fast as Amonkhet).",white,xln
Kinjalli's Caller,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379469/large/145707_200w.jpg?1505504711,1,2,"I'd call Kinjalli's Caller a complete miss in a non-Dinosaur deck, and not even absurd when you do have a bunch of Dinos. It's likely playable with 7+ good Dinosaurs, especially if the format has a lot of 2-power ground creatures, but the ability is niche enough that I wouldn't prioritize this.",white,xln
Kinjalli's Sunwing,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375427/large/141995_200w.jpg?1503948883,3.5,,"Kinjalli's Sunwing has good stats and a brutal ability, which makes it a slam in any aggressive deck. If you are pressuring your opponent, which is easier with a 2/3 flyer in play, making their blocking wait a turn is almost impossible to beat. Even in midrange or control, the price is right on this, though I'd lean toward drafting aggro if I picked this up early.",white,xln
Legion Conquistador,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378910/large/Legion-Conquistador.png?1505253862,1,2,"A 2/2 for 3 that draws more 2/2s for 3 isn't going to do a whole lot of conquering. I suppose I would play this if I had two and needed to fill out my curve, but wasting a bunch of time playing Gray Ogres isn't something you can get away with in modern Limited.",white,xln
Legion's Judgment,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379470/large/145710_200w.jpg?1505504713,3,,"I judge this worthy. It kills most of the cards you care about killing, and for the bargain price of 3 mana. You may have to side Legion's Judgment out in some matchups, but I'd gladly play the first one or two and would be willing to take them early.",white,xln
Looming Altisaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379471/large/145669_200w.jpg?1505504714,1.5,,"Looming Altisaur is a defensive Dino that isn't easy to kill, which seems worth it in a dedicated Dino/control deck (ideally both). Otherwise it's not something I'd be looking to play, though I do like it as a sideboard card.",white,xln
"Mavren Fein, Dusk Apostle",http://crystalcommerce-assets.s3.amazonaws.com/photos/6375429/large/141996_200w.jpg?1503948887,3.5,,"Not only is Mavren Fein, Dusk Apostle sick in a Vampire deck where it triggers right away, it also can take matters into its own hands and make a Vampire when it attacks. That gives you a good build-around and a good standalone card, with high upside if it works. You should prioritize combat tricks once you have this, as the opponent will 100% be blocking.",white,xln
Paladin of the Bloodstained,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379480/large/145712_200w.jpg?1505504728,3,,"Not only is Paladin of the Bloodstained a solid set of stats (4/3 total), it's spread across two creatures and features some nice lifelink action. I'm in for all that, and would look for rewards for going wide if I picked up a couple of Paladins.",white,xln
Pious Interdiction,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379482/large/145713_200w.jpg?1505504731,3.5,,"Unconditional removal with a bit of lifegain attached is always a welcome sight, and Pious Interdiction is even relatively efficient to boot. It doesn't stop activated abilities, but you can't have it all, and this is not going to be a card you will be passing very often.",white,xln
Priest of the Wakening Sun,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375430/large/141997_200w.jpg?1503948889,1,3.5,"In a Dino-heavy deck (is that a deck heavy with Dinos, or a deck that has heavy Dinos?), this shines. It buys you time to cast your huge stompers, and can go find whatever you need in the late game. With 5+ Dinos, including at least one really good one, I'd slam Priest of the Wakening Sun, especially if you lean toward midrange/control. With fewer, or in an aggressive low-curve deck, I'd leave it by the wayside.",white,xln
Pterodon Knight,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379488/large/145716_200w.jpg?1505504742,2,,"You don't need very many Dinosaurs to make Pterodon Knight passable, as a 3/3 for 4 is already nearly good enough (or in the case of mediocre decks, definitely good enough). Just watch out for your Dinosaur being bounced or removed midcombat, as a Knight falling from the sky is not a pretty sight.",white,xln
Queen's Commission,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379490/large/145717_200w.jpg?1505504746,2,,"I'd want a couple of ways to take advantage of the tokens this makes before getting excited about it, though it's not unreasonable to just play Queen's Commission as a defensive measure if needed. Mass pump spells and raid cards both work well here, so be on the lookout for those.",white,xln
Rallying Roar,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379491/large/145718_200w.jpg?1505504748,2.5,,"Not every deck is going to want Rallying Roar, but the bar is pretty low, thanks to the untapping effect. It's not that hard to get a card out of this, and in a go-wide deck it plays well both on offense and defense. It's great that you can attack all-out, and even if the opponent suspects a trick, they can't attack back without this punishing them.",white,xln
Raptor Companion,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379492/large/145720_200w.jpg?1505504750,2,,"You'll run Raptor Companion more often than not, both for the stats and because it's a cheap Dinosaur that enables a variety of tribal effects. That's a fine deal for 2 mana, so don't expect to float these late.",white,xln
Ritual of Rejuvenation,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379536/large/145721_200w.jpg?1505504828,1,,"While Ritual of Rejuvenation does replace itself, it's kind of hard to justify spinning your wheels for such a minor effect.",white,xln
Sanguine Sacrament,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375458/large/141998_200w.jpg?1503948958,1,,"Is this the Elixir of Immortality of Ixalan? Is this the win condition we've all been waiting for? The idea here is that you deck your opponent by drawing and casting this for 20 life a turn, but actually getting that to work seems difficult in practice. Have no doubt-I'll try if I can, but for the most part Sanguine Sacrament seems wildly unplayable. It doesn't affect the board, and without self-mill, getting to no cards in the deck seems challenging.",white,xln
Settle the Wreckage,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375459/large/141999_200w.jpg?1503948960,2.5,,"This is not as good as it looks-let's just settle that now. It's not a bad card, but the most often use case will be a 4-mana Path to Exile that only works on defense, as wary opponents aren't going to run four creatures into this. You might get a couple of creatures the first time you play it, if you don't make it too obvious (passing on turn 4 vs. 2 creatures counts as obvious), but that is unlikely to happen in subsequent games. It's also of limited use in aggressive decks, and overall seems like a fine playable but far less likely to wreck your opponent than most people might think.",white,xln
Sheltering Light,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379500/large/145723_200w.jpg?1505504762,2.5,,"The combination of efficiency and scrying makes me want to play Sheltering Light in any deck with 13+ creatures. It's often going to trade for a card and pick up a little extra value, which is really hard to beat for just 1 mana.",white,xln
Shining Aerosaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379501/large/145724_200w.jpg?1505504764,2,,"Dinosaur decks seem like they could be a little top-heavy, so I'm wary about loading up on too many 5+ drops. That said, Shining Aerosaur does get a cost reduction from the Caller, and that alone makes it more appealing than it would be otherwise.",white,xln
Skyblade of the Legion,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379505/large/145725_200w.jpg?1505504772,1.5,,"The best use for Skyblade of the Legion seems to be a cheap raid enabler, which it doesn't suck at. Otherwise it's a little small, and not something I'd be that excited to main deck.",white,xln
Slash of Talons,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379506/large/145729_200w.jpg?1505504774,1.5,,"A Shock that can only target attackers or blockers is not a card I love, especially if there are a lot of large Dinosaurs stomping around. It does pull its weight in control decks, but I suspect most decks can find more talented spells to fill out their removal suite.",white,xln
Steadfast Armasaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379508/large/145731_200w.jpg?1505504777,3,,"I'm not looking forward to playing against this thing. While on the board, it makes any attack or block precarious, and even if you have large enough creatures to survive 3 damage, it can help finish them off. It is mitigated a little by its weakness to flyers, as it can't block and shoot them, but I still think Steadfast Armasaur will be a pest to deal with.",white,xln
Sunrise Seeker,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379541/large/145733_200w.jpg?1505504836,2.5,,"Sunrise Seeker is quite the acceptable 5-drop, and one that makes it more likely for you to have a smooth late game. As with all 5s, they don't stack super well, so don't worry too much about picking these up early.",white,xln
Territorial Hammerskull,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379515/large/145735_200w.jpg?1505504792,3,,"The rating here isn't strictly for aggressive decks, as a 2/3 for 3 is passable outside of them, but aggro is where this really hits the nail on the head. If your opponent is trying to block you, this makes things nearly impossible for them, and it's my prediction for the most annoying card by far out of an aggro deck.",white,xln
Tocatli Honor Guard,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375431/large/142000_200w.jpg?1503948891,1.5,,"If you want a 1/3 for 2, well, you're in luck. If you have a specific reason to stop triggers, this does do that, and I can see Tocatli Honor Guard being a solid sideboard card against bombs like the various Sun's Avatars and whatnot.",white,xln
Vampire's Zeal,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379517/large/145736_200w.jpg?1505504796,2,,"These combat tricks all seem passable, even if first strike isn't a huge addition (+2/+2 is likely enough to win the fight). Aggro decks should play Vampire's Zeal, regardless of the Vampire count, and other decks pretty much shouldn't.",white,xln
Wakening Sun's Avatar,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377550/large/144887_200w.jpg?1504650174,3.5,,"While I'm aware this costs 8 mana, it does do exactly what you want your huge bomb to do. Against all non-Dino decks, it should win you the game on the spot, and even in the Dino mirror it can pick up a decent amount of value. If you draft Wakening Sun's Avatar, you have to go hard on ramp and ways to survive until 8 mana, but the payoff is there.",white,xln
Air Elemental,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379419/large/145739_200w.jpg?1505504599,3.5,,"From the first pack of Revised I ever opened until now, Air Elemental has been a powerhouse. A 4/4 flyer for 5 is a great addition to any Limited deck, and you'll be happy to have it.",blue,xln
Arcane Adaptation,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375423/large/142001_200w.jpg?1503948874,0.5,,"The uses for this are few and far between. You need to have the odd combination of multiple great tribal payoffs while also failing to have enough ways to fulfill them. Even then, if you draw those payoffs and don't draw Adaptation, or vice versa, your deck doesn't really work. I'd pass on this in all but the strangest circumstances.",blue,xln
Cancel,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379430/large/145741_200w.jpg?1505504634,1.5,,"Cancel always hovers between a 1.0 and a 2.5 or so, with the most likely grade being 1.5. Most formats aren't that kind to 3-mana counters that require double-blue, as the payoff for casting it is that you traded 1-for-1 and the punishment for having it sit in your hand is severe. I'd start by assuming this is marginally playable, and upgrade that if it turns out the format is slow enough.",blue,xln
Chart a Course,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378350/large/145262_200w.jpg?1504901292,3,,"At worst, this is draw 2 then discard 1, which is a serviceable deal for 2 mana. At best, it's a straight-up draw 2, and a card I want in any Limited deck. It's not hard to enable this, and you should be happy to have it in every deck. Even aggressive decks, which often don't want card draw, will play this, as you will almost never have to discard thanks to your frequent attacks.",blue,xln
Daring Saboteur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375425/large/142002_200w.jpg?1503948878,3,,"This is the most prized of all cards, a 2-drop that's great on turn 2 and very strong late in the game. Chipping in for 2 and looting is a good deal already, and being able to slip by defenses once you have extra mana makes this an auto-play in every deck.",blue,xln
Deadeye Quartermaster,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377531/large/144790_200w.jpg?1504650135,1,3,"If you have two good hits, I'd be happy to run this. With only one, it's playable but not exciting. With none, it's clearly dregs, and all that sums up the card nicely. There aren't so many targets for this that I'd take it early, but once I had one good one I'd have my eye on this.",blue,xln
Deeproot Waters,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377533/large/144792_200w.jpg?1504650138,1,2,"Goblinslide returns, and with hexproof! Merfolkslide is an intriguing card, and rewards you pretty heavily if you can get 10+ Merfolk into your deck. I wouldn't snap this up too early, as nobody else is likely to want it, but it does provide a good ground army if you get it in the right deck. Hexproof is a funny ability to have on 1/1s, but it's better than nothing.",blue,xln
Depths of Desire,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379439/large/145742_200w.jpg?1505504660,2.5,,"I'd almost always run the first one of these, as a bounce spell that doubles as 1-shot ramp plus minor color fixing is a good deal for 3. Bounce spells do tend to get worse in multiples, as they are intrinsically card disadvantage, but I suspect most decks will desire one or two of these.",blue,xln
Dive Down,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379528/large/145743_200w.jpg?1505504814,1,,"Combat tricks that don't increase power tend to be suspect at best, and I'm somewhat down on this as a result. It's a fine sideboard card against removal, or if you know the matchup is going to feature a lot of 3/3s and 4/4s on each side, but I wouldn't start it.",blue,xln
Dreamcaller Siren,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375443/large/142003_200w.jpg?1503948915,4,,"Dreamcaller Siren doesn't need other Pirates to be a potent threat, as a 3/3 flyer with flash is a fantastic deal for 4 mana. Being unable to block ground creatures does make Dreamcaller Siren less likely to completely snap off the opponent, though it's still nice to play this end of turn and start smashing. Once you factor in the huge combat swing when you do have Pirates, this goes from an efficient beater to a game-changer, and a card I'd certainly call a dream.",blue,xln
Entrancing Melody,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375446/large/142004_200w.jpg?1503948923,4,,"Stealing opposing creatures has always been bomb-level territory, and no matter how many times you hear the same song, it doesn't get old. This isn't the most efficient iteration we've seen, but paying 2 mana on top of the cost of the creature is still a price I'll gladly pay for such a swingy effect.",blue,xln
Favorable Winds,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377651/large/144956_200w.jpg?1504729696,1,3,"In most decks, this is unplayable, but once you have 7+ flyers, especially cheap ones, it becomes a potent build-around. It's a little tricky because most decks full of flyers are already great, but why not make a great deck even better if you can?",blue,xln
Fleet Swallower,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379418/large/145637_200w.jpg?1505504597,1.5,,"This is essentially graded as a 7-mana 6/6, because milling half the opponent's library just isn't that relevant an effect if you are attacking with such a monstrous creature. There are some games where that will matter, but for the most part this is an expensive finisher, and not a very notable one at that.",blue,xln
Headwater Sentries,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377535/large/144812_200w.jpg?1504650142,1.5,,"This can help you make headwater in filling out your curve, but that's about it. If you really need a 4-drop, or are a heavy Merfolk deck, there are fishier things you could spend 4 mana on.",blue,xln
Herald of Secret Streams,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375426/large/142005_200w.jpg?1503948880,1,2,"In the right deck, this is a playable finisher, though it often won't be necessary. If you're doing a good job accumulating +1/+1 counters, the last thing you need is a card that makes your creatures better at evasion, and a 2/3 for 4 isn't something I'm excited about. The main thing this makes me think of is someone streaming on Twitch without telling anyone, which then leads me to mention the best slogan I've seen on a shirt: ""Stream like nobody is watching."" Also, you probably shouldn't play this card.",blue,xln
"Jace, Cunning Castaway",http://crystalcommerce-assets.s3.amazonaws.com/photos/6375528/large/Jace-Cunning-Castaway-Ixalan-Spoiler.png?1504043213,3.5,,"The bulk of Jace's power is in the -2 (and certainly not his arms-I'm gonna say that Jace does not lift). Making a 2/2 and sticking around to provide value isn't bad, and if you can protect Jace and get to 5, you get multiple tokens and a lot of card flow. If you are ahead, Jace is very good. If you are at parity, he pressures the opponent, and unless you are too far behind, he's still worth the low investment of 3 mana. Jace may not be a windmill slam like some other planeswalkers, but the combination of affecting the board and getting to an ultimate quickly does make him a good early pick.",blue,xln
"Kopala, Warden of Waves",http://crystalcommerce-assets.s3.amazonaws.com/photos/6375428/large/142006_200w.jpg?1503948885,1.5,,"Making your Merfolk a little harder to target isn't going to make waves in most games of Limited, and a 3-mana 2/2 just doesn't excite me. I'd play this in a dedicated Merfolk deck, but it's not a build-around and not something I'd prioritize. All too often, the opponent is just going to ignore it, point their removal at non-Merfolk creatures, or just pay 2 mana and have it not disrupt their plans.",blue,xln
Lookout's Dispersal,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378909/large/Lookouts-Dispersal.png?1505253860,2.5,,"I will always be on the lookout for this in a dedicated Pirate deck (6+), and it's a fine playable even in decks with just a few Pirates. I've played Convolute before, and getting a counter for 2 mana can lead to some mana-efficient turns.",blue,xln
Navigator's Ruin,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379477/large/145744_200w.jpg?1505504723,0,,"This card is aptly-named-not only does there not look to be a supported mill deck, this requires you to attack each turn in order to mill the opponent. That goes against the primary advantage of mill decks, which is that you can play defensively and not waste resources trying to put together an offense. I'd avoid this.",blue,xln
One With the Wind,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379479/large/145746_200w.jpg?1505504727,1.5,,"I am not a leaf on the wind, and hopefully none of my creatures will be either. I will grant that this card gets games over with quickly, and putting it on a 4/4 Dinosaur is threatening, but I don't mind working a little harder for my wins, instead of hoping the opponent doesn't have a removal spell. If you end up in a blue aggressive deck without many flyers, that's the most likely place for this to appear.",blue,xln
Opt,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378004/large/145253_200w.jpg?1504822906,3,,"The ratings system breaks down a tiny bit here-I'll always play Opt since it makes your deck more consistent at little cost, but it's not a card I'd take over premium removal or cards that fill out your curve. It is a nice addition to any deck, and I'd happily play 2 or even 3.",blue,xln
Overflowing Insight,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377653/large/144960_200w.jpg?1504729701,1,2.5,"In most decks, this isn't a playable. Spending 7 mana and not affecting the board is no way to go through life. In a control deck, this seems like a passable win condition, though it's still rough to stabilize, then play this, then hope to untap one more time. I'm certainly interested in using this to win the game, but I wouldn't be surprised if it was worse than just a 7-mana 6/6 or the like.",blue,xln
Perilous Voyage,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379481/large/145748_200w.jpg?1505504730,2.5,,"It's a shame this doesn't reward you for bouncing the cards you really want to bounce (expensive ones), but it's still a cheap bounce spell with upside if you do bounce something cheap. Not being able to target your own stuff is a real drawback, so keep that in mind-this has lost a lot of flexibility as a result.",blue,xln
Pirate's Prize,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379483/large/145750_200w.jpg?1505504733,2,,"I like the combination of drawing cards and getting a bonus mana to pay for them, though I'm aware that not every deck will want expensive card draw. The Prize also goes down as you get multiples, as there are only so many slots you can dedicate to effects like this. As for how many slots, I'm guessing 2-4, though I'm willing to find out what the upper limit is.",blue,xln
Prosperous Pirates,http://crystalcommerce-assets.s3.amazonaws.com/photos/6376302/large/144532_200w.jpg?1504290492,2.5,,"I really like Prosperous Pirates in a ramp deck. As the top of your curve, they aren't quite as exciting, but getting you to at least 7 mana makes them useful for enabling sweet plays while playing good defense themselves.",blue,xln
River Sneak,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378923/large/River-Sneak-Ixalan-Spoiler.png?1505253892,1,3,"You shouldn't play this in a non-Merfolk deck, though I suspect it'll sneak its way in more often than it should. In an aggressive Merfolk deck this looks great, and an easy way to clock the opponent for a solid 2 damage a turn.",blue,xln
River's Rebuke,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375454/large/142007_200w.jpg?1503948950,3.5,,"Bouncing your opponent's entire board is quite the bounty, and well worth paying 6 mana for. If you start with this, aim to draft an aggressive deck, and you will be rewarded richly.",blue,xln
Run Aground,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379496/large/145752_200w.jpg?1505504756,3,,"I'm happy playing Run Aground, as it trades for a card and leaves you either up mana or neutral in almost every case. That plus the ability to mess up combat and disrupt the opponent's plays makes it a solid playable that I'll always run.",blue,xln
Sailor of Means,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379497/large/145756_200w.jpg?1505504758,2,,"I like the support for blue ramp here, as this fits perfectly into a control deck. It gives you a good blocker and a one-shot mana accelerant, all of which costs you only 3 mana. Aggressive decks will pass on this, but midrange and control shouldn't.",blue,xln
Shaper Apprentice,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379499/large/145758_200w.jpg?1505504761,2,,"There isn't a huge cost to having this without other Merfolk, as a 2/1 for 2 is only slightly below average. As such, I'd prioritize it in a heavy Merfolk deck, but would still play it with just a few other fishy friends, assuming your curve needs a 2-drop.",blue,xln
Shipwreck Looter,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379502/large/145760_200w.jpg?1505504767,1.5,,"One-shot looting is a good way to make this relevant in the late game, though it's not so powerful that it is a card I'm excited about at any point. It's got the same fail case as Shaper Apprentice with a much lower upside, and in a tribe that seems to care about critical mass a lot less. In this case, not looting may be correct.",blue,xln
Shore Keeper,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379503/large/145763_200w.jpg?1505504769,1,2,"In no deck is this amazing, though I will be playing it in my control decks. If you're in the market for an 0/3 blocker, this is a keeper, though I know you really just want an excuse to play an un-delved Treasure Cruise. That actually seems legit to me, and I'm curious if Trilobite Control is a viable strategy, especially given the random Treasure counters floating around.",blue,xln
